DO01,393600.4282,5707769.6312,93.5936
DO02,393604.1469,5707829.9,91.7141
DO03,393542.3315,5707828.7462,92.0325
DO04,393544.2812,5707771.9219,93.8285
DO05,393555.9701,5707802.4455,92.7356
DO06,393584.9001,5707800.3597,92.6272
DO07,393456.9833,5707767.8794,94.0471
DO08,393430.8436,5707845.2911,91.1116
G01,393594.0301,5707777.6543,93.3057
G03,393595.6454,5707800.0301,92.5823
G04,393596.4284,5707811.1959,92.1945
G05,393597.2609,5707822.3909,91.8163
G06,393586.1424,5707823.1826,91.8527
G07,393574.9213,5707824.0073,91.8864
G08,393563.7505,5707824.8292,91.9165
G09,393552.5834,5707825.5986,91.9664
G10,393551.7866,5707814.4389,92.3317
G11,393550.1658,5707792.0987,93.1174
G12,393549.3658,5707780.9198,93.4888
G13,393560.4954,5707780.1097,93.4616
G14,393571.7175,5707779.3199,93.4041
G15,393582.8795,5707778.5116,93.3662
G16,393583.6902,5707789.6744,92.9957
G17,393585.3069,5707811.9954,92.235
G18,393562.9515,5707813.6344,92.3165
G19,393561.3193,5707791.2902,138.8582
mtp27,391543.975406048,5709994.30499418,117.147302986845
mtp28,391533.327930402,5708799.14140093,114.50121338008
mtp29,391703.576316614,5707537.91903055,122.530331252736
mtp30,391723.945949364,5706565.51616534,137.036255698226
mtp31,392555.418512548,5706610.98222104,130.110952597901
mtp32,392561.220803106,5706665.84326447,128.897051866174
mtp33,393450.5506712,5706677.91685385,119.048372277716
mtp34,394767.459630148,5706839.1880938,97.2556260796554
mtp36,394313.020906352,5707576.42710299,90.071743332058
mtp37,394102.124588038,5708810.20679104,67.2003569485891
mtp38,393134.266817233,5708730.39865761,80.9952087306328
mtp39,393106.663907358,5708740.36051545,82.1583971754485
mtp40,392984.06794215,5707838.91892934,106.8713470202
mtp42,391630.86229702,5708189.1971621,113.104753441697
mtp47,392476.116047256,5707981.60314528,113.00166237325
mtp51,393827.803104278,5708189.86656048,97.3604878058762
mtp56,394482.166524269,5708233.93691601,67.7519686368564
mtp57,394852.197536202,5707809.71292232,71.3631971268904
mtp44,392268.609061257,5708508.4188209,96.6718909503033
mtp63,394013.17436724,5708112.28780799,77.1449325508998
mtp58,394726.210671249,5708753.74113489,58.2958205926175
mtp43,392106.072904573,5709105.95198592,98.1507935537607
mtp49,392975.27348838,5709261.3587866,84.7505714164471
mtp62,393415.55957757,5708881.77976477,76.3082917843522
mtp53,394030.651616284,5709429.01640493,62.4697134235731
mtp60,394711.081757668,5709338.24594735,59.5124620037033
mtp48,392368.962830317,5707151.92673857,122.71091806318
mtp52,393860.977518409,5707210.34341014,100.798247517144
mtp55,394243.814949017,5707149.45071689,101.99076988306
mtp54,394639.21003687,5706612.65093008,104.697931890677
mtp46,392871.774272942,5707331.06354265,113.924176126916
mtp45,393308.391714194,5707388.08283668,111.99771170703
mtp50,393124.919566766,5708205.5306473,94.6887624063078
mtp61,395092.61551009,5708642.18815322,55.8120757345652
mtp59,395459.857401551,5708823.51287357,48.2325997201735
mtp64,393959.12638189,5706885.52705333,109.318211534414
